restaurant_name,location,cuisine,cost_for_two,rating,votes,budget_category,online_order,book_table,restaurant_type,highlights,listing_type,city
Ji Hazoor,Whitefield,"mughlai, north indian, biryani, afghan",1100,4.0,2856,medium,yes,yes,"Casual Dining, Bar","Chicken Salad, Mocktails, Mutton Curry, Chicken Dum Biryani, Egg Masala, Egg Salad, Karela Salad",Pubs and bars,Whitefield
Hakuna Matata,Jp Nagar,"north indian, asian, seafood, chinese",1200,4.5,2800,medium,no,no,"Casual Dining, Bar","Mocktails, Cocktails, Appam, Paneer Satay, Sea Food, Paneer Tikka, Jeera Rice",Dine-out,JP Nagar
Whitefield Social,Whitefield,"american, north indian, chinese, finger food, momos",1500,4.1,2773,high,yes,no,Pub,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma",Drinks & nightlife,Whitefield
Double Decker,Brigade Road,"continental, north indian",1300,4.3,2749,medium,no,yes,"Bar, Casual Dining","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges",Drinks & nightlife,Residency Road
Cafe Azzure,Mg Road,"cafe, continental, italian, burger",1200,4.2,2747,medium,yes,yes,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes",Dine-out,Residency Road
The Pallet,Whitefield,"continental, mediterranean, italian, north indian, finger food, asian, momos",1600,4.5,2745,high,no,yes,"Microbrewery, Pub","Craft Beer, Wine, Chilli Chicken, Wedges, Lamb, Cocktails, Masala Peanuts",Pubs and bars,Whitefield
Om Made Cafe,Koramangala 5Th Block,"cafe, continental, european, juices",1300,4.1,2738,medium,no,no,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti",Dine-out,Koramangala 7th Block
Gilly's Restobar,New Bel Road,"continental, finger food, north indian, chinese",1200,4.5,2732,medium,no,yes,"Pub, Casual Dining","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken",Dine-out,New BEL Road
Dadi's Dum Biryani,Btm,"biryani, north indian, mughlai",800,4.1,2732,medium,yes,yes,Casual Dining,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab",Dine-out,Koramangala 7th Block
Mr. Beans - Home Cafe,Koramangala 3Rd Block,"cafe, continental, italian",1000,4.2,2717,medium,yes,yes,Cafe,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes",Dine-out,Koramangala 7th Block
Stoner,Indiranagar,"ice cream, pizza, beverages",550,4.4,2699,medium,yes,no,Dessert Parlor,"Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava",Delivery,Old Airport Road
Empire Restaurant,Rt Nagar,"north indian, mughlai, south indian, chinese",750,4.0,2692,medium,yes,no,Casual Dining,"Peri Peri Chicken, Chilli Chicken, Butter Chicken, Ghee Rice, Mutton Biryani, Corn Paratha, Chicken Curry",Delivery,Frazer Town
Brahmin's Coffee Bar,Basavanagudi,south indian,100,4.8,2679,low,no,no,Quick Bites,"Filter Coffee, Kesari Bath, Idli Vada, Upma, Badam Milk, Kharabath, Tea",Dine-out,Basavanagudi
Stoner,Koramangala 5Th Block,"ice cream, cafe, pizza, burger, desserts, beverages",500,4.5,2668,medium,yes,no,"Dessert Parlor, Cafe","Burgers, Caramel Shake, Spinach Pizza, Ferrero Rocher Ice Cream, Butter Chicken, Chocolate Lava Cake, Bbq Burger",Desserts,BTM
Matteo Coffea,Church Street,cafe,600,4.4,2662,medium,no,no,Cafe,"Coffee, Pasta, Donut, Salads, Tiramisu Cheesecake, Sandwiches, Burgers",Dine-out,Brigade Road
Chinita Real Mexican Food,Indiranagar,mexican,1200,4.4,2658,medium,no,no,Casual Dining,"Nachos, Churros, Burrito Bowl, Tacos, Enchiladas, Quesedillas, Salads",Dine-out,Indiranagar
Onesta,Kammanahalli,"pizza, cafe, italian",600,4.4,2640,medium,yes,yes,"Casual Dining, Cafe","Chicken Tikka Pizza, Ricotta Ravioli, Paneer Tikka Pizza, Pasta, Pepperoni, Barbeque Chicken, Mocktails",Dine-out,Kammanahalli
Bonsouth,Koramangala 5Th Block,"chettinad, andhra, kerala",1300,4.2,2626,medium,no,yes,Casual Dining,"Coconut Payassam, Boneless Chicken, Seafood Soup, Fish, Filter Kaapi, Appam, Tender Coconut Payasam",Desserts,BTM
Onesta,Banashankari,"pizza, cafe, italian",600,4.6,2604,medium,yes,yes,"Casual Dining, Cafe","Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza",Delivery,Jayanagar
The Reservoire,Koramangala 5Th Block,"continental, north indian, chinese, american",1300,4.5,2601,medium,no,yes,"Bar, Casual Dining","Cocktails, Bruschettas, Peppy Paneer Pizza, Beer, Sea Food, Caramel Custard, Peri Peri Wings",Pubs and bars,Koramangala 7th Block
Crawl Street,Koramangala 5Th Block,"continental, finger food, north indian, chinese",1200,4.2,2589,medium,yes,yes,Bar,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Paneer Tikka Masala, Mocktails, Pizza",Pubs and bars,Koramangala 7th Block
Mamagoto,Indiranagar,"asian, thai, chinese, bbq, momos",1600,4.4,2580,high,yes,yes,Casual Dining,"Noodles, Chilli Chicken, Cocktails, Spicy Chicken Bangkok Bowl, Tempura Prawns, Pad Thai, Khao Suey",Dine-out,Old Airport Road
Smoke House Deli,Lavelle Road,"european, italian, desserts, salad, juices, steak",1600,4.6,2521,high,yes,no,Casual Dining,"Cocktails, Burgers, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan",Dine-out,Residency Road
Deja Vu Resto Bar,Bannerghatta Road,"north indian, italian",900,4.4,2511,medium,yes,yes,Pub,"Gajar Ka Halwa, Custard, Hara Bhara Kebab, Brownie, Sev Puri, Pasta, Paan Ice Cream",Delivery,Koramangala 7th Block
Shivaji Military Hotel,Jayanagar,"south indian, biryani",450,4.3,2486,low,no,no,Casual Dining,"Mutton Biryani, Mutton Fry, Donne Biryani, Chicken Biryani, Chicken Fry, Mutton Chops, Dum Biryani",Dine-out,JP Nagar
Village - The Soul of India,Jp Nagar,"rajasthani, gujarati, north indian, south indian",1000,4.1,2461,medium,no,yes,Casual Dining,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun",Buffet,JP Nagar
Bundar,Koramangala 6Th Block,"cafe, burger, fast food, desserts",700,4.1,2451,medium,no,no,Cafe,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings",Dine-out,Koramangala 7th Block
Chulha Chauki Da Dhaba,Jp Nagar,north indian,800,4.3,2447,medium,yes,no,Casual Dining,"Chilli Babycorn, Egg Chilli, Chicken Curry, Palak Paneer, Sweet Lassi, Chaach, Butter Chicken",Dine-out,Jayanagar
Barebones - The Balcony Bar,Indiranagar,"chinese, continental, finger food, italian",1500,4.2,2445,high,no,yes,"Bar, Casual Dining","Chips, Lamb, Cocktails, Wedges, Roast Chicken, Pizza, Margarita",Pubs and bars,Indiranagar
Farzi Cafe,Lavelle Road,modern indian,1500,4.4,2435,high,no,no,"Casual Dining, Microbrewery","Appletini, Wheat Beer, Lamb Tacos, Cocktails, Martini, Stout, Sangria",Dine-out,Residency Road
The Humming Tree,Indiranagar,"fast food, european",2000,4.0,2432,high,no,no,Lounge,"Sangria, Chicken Salad, Sandwiches, Cocktails, Pizza, Gnocchi, Chicken Satay",Dine-out,Old Airport Road
Stories,Rajajinagar,"continental, north indian, chinese",1100,4.6,2423,medium,yes,yes,"Casual Dining, Bar","Butter Chicken, Mocktails, Pizza, Virgin Mojito, Nachos, Cocktails, Egg Chilli",Dine-out,Rajajinagar
Veena Stores,Malleshwaram,south indian,150,4.5,2416,low,yes,no,Quick Bites,"Kesari Bath, Idli Vada, Sweet Pongal, Filter Coffee, Idli Chatni, Idli Chutney, Upma",Delivery,Rajajinagar
Nasi And Mee,Koramangala 4Th Block,"malaysian, thai, singaporean, asian, chinese, momos",1000,4.4,2403,medium,yes,yes,Casual Dining,"Salads, Shitake Mushrooms, Noodles, Dumplings, Nasi Goreng, Crispy Corn, Vegetarian",Dine-out,Koramangala 7th Block
Empire Restaurant,Jp Nagar,"north indian, mughlai, south indian, chinese",750,4.1,2402,medium,yes,no,Casual Dining,"Sea Food, Chicken Dosa, Jeera Rice, Non Veg Thali, Chilli Chicken, Butter Chicken, Tandoori Chicken",Dine-out,JP Nagar
Bombay Adda,Koramangala 7Th Block,modern indian,1100,4.4,2400,medium,no,yes,"Casual Dining, Bar","Nachos, Cocktails, Nasi Goreng, Chicken Tikka, Pav Bhaji Fondue, Tiramisu, Samosa",Pubs and bars,Koramangala 7th Block
Brewklyn Microbrewery,Kalyan Nagar,"american, continental, pizza",2000,4.4,2392,high,yes,yes,"Microbrewery, Casual Dining","Pizza, Craft Beer, Apple Crumble, Pork Chilli, Mojito, Chips, Stuffed Chicken Breast",Dine-out,Kammanahalli
Imperio Restaurant,Whitefield,"north indian, arabian, mughlai, biryani, seafood, beverages",700,4.4,2382,medium,yes,yes,Casual Dining,"Chocolate Sizzler, Mutton Curry, Egg Masala, Shawarma, Barbeque Chicken, Mutton Biryani, Crab Toast",Dine-out,Whitefield
Indigo XP,Koramangala 5Th Block,"finger food, continental, asian, north indian",1400,4.2,2380,medium,no,no,Pub,"Pasta, Biryani, Cocktails, Mocktails, Pizza, Nachos, Blueberry Cheesecake",Pubs and bars,Koramangala 7th Block
Yauatcha,Mg Road,"chinese, asian, cantonese, tea",2800,4.6,2372,high,no,yes,Fine Dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Macaroon, Chocolate Hazelnut Mousse",Dine-out,Residency Road
Chutney Chang,Jayanagar,"north indian, chinese, bbq",1500,4.1,2365,high,yes,yes,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Fish, Sea Food, Rabri",Dine-out,Basavanagudi
1947,Jayanagar,"north indian, chinese",950,4.1,2359,medium,no,yes,Casual Dining,"Pasta, Tomato Soup, Salad, Kulcha, Chaat, Kulfi, Panipuri",Dine-out,Basavanagudi
Koshy's,St. Marks Road,"south indian, north indian, chinese, beverages",700,3.8,2332,medium,no,no,Casual Dining,"Coffee, Kulfi, Beef Steak, Chocolate Shake, Sandwiches, Beer, Omelette",Dine-out,Residency Road
District 6 Pub Brewery & Kitchen,Malleshwaram,"german, european, pizza, american, north indian, chinese",1800,4.3,2324,high,no,no,Microbrewery,"Mushroom Tikka, Nachos, Wheat Beer, Dahi Kebab, Cocktails, Tiramisu, Chicken Tikka",Dine-out,Rajajinagar
Easy Tiger,Church Street,"finger food, continental",1100,4.3,2319,medium,no,no,"Bar, Casual Dining","Burgers, Cocktails, Peri Peri Chicken, Chicken Sandwich, Chilli Chicken, Draught Beer, Fries",Dine-out,Brigade Road
Nagarjuna,Koramangala 5Th Block,"andhra, north indian, biryani",800,4.3,2308,medium,no,no,Casual Dining,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani",Dine-out,Koramangala 7th Block
Brik Oven,Church Street,"cafe, pizza, beverages",1100,4.6,2295,medium,no,no,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza",Dine-out,Residency Road
The Open Box,St. Marks Road,"european, north indian, mediterranean, asian, salad",1400,4.2,2292,medium,yes,yes,"Casual Dining, Bar","Cocktails, Mocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Margarita, Sangria",Drinks & nightlife,Residency Road
The Biere Club,Whitefield,"continental, bbq, finger food",1700,4.3,2283,high,no,yes,"Pub, Microbrewery","Wheat Beer, Beef Burger, Pizza, Craft Beer, Pork Chops, Mezze Platter, Cocktails",Pubs and bars,Whitefield
Chulha Chauki Da Dhaba,Brookefield,north indian,800,4.2,2283,medium,yes,no,Casual Dining,"Lassi, Malai Kebab, Kadhai Mushroom, Lahori Chicken, Chicken Keema, Paneer Kofta, Panneer Butter Masala",Delivery,Whitefield
Millers 46,Vasanth Nagar,"american, continental, steak",1100,4.4,2275,medium,no,yes,Casual Dining,"Steak, Chicken Wings, Burgers, Bacon Burger, Cocktails, Lime Soda, Chicken Burger",Dine-out,Lavelle Road
Asia Kitchen By Mainland China,Koramangala 5Th Block,"asian, chinese, thai, momos",1500,4.9,2256,high,yes,yes,"Casual Dining, Bar","Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup",Pubs and bars,Koramangala 7th Block
Hunan,Koramangala 5Th Block,"chinese, thai, momos",1100,4.3,2254,medium,no,yes,Casual Dining,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea",Dine-out,Koramangala 6th Block
Shiro,Lavelle Road,"japanese, asian",3000,4.4,2247,high,yes,yes,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori",Drinks & nightlife,Residency Road
Bangalore Brew Works,Residency Road,"continental, italian",1700,4.3,2246,high,no,yes,"Microbrewery, Lounge","Spaghetti, Pizza, Wheat Beer, Cocktails, Risotto, Nachos, Draught Beer",Dine-out,Residency Road
Chavadi,Bannerghatta Road,"continental, north indian, pizza, italian",1200,4.4,2241,medium,yes,yes,"Casual Dining, Bar","Pizza, Cocktails, Saffron Rice, Pie, Sulemani Chai, Prawn Crackers, Waffles",Delivery,JP Nagar
Tipsy Bull - The Bar Exchange,Bellandur,"north indian, chinese, continental, mexican",1400,4.4,2232,medium,yes,yes,"Bar, Casual Dining","Falafel, Cocktails, Mocktails, Sea Food, Spring Roll, Mutton Pepper Fry, Pasta",Pubs and bars,Sarjapur Road
Stories,Jp Nagar,"american, chinese, continental, north indian",1200,4.3,2230,medium,yes,yes,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Long Island Iced Tea, Mojito",Dine-out,Jayanagar
Olive Bar And Kitchen,Richmond Road,"mediterranean, european, salad",1800,4.5,2219,high,no,yes,Casual Dining,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto",Dine-out,Residency Road
Empire Restaurant,Bellandur,"north indian, mughlai, south indian, chinese",750,3.7,2192,medium,yes,no,Casual Dining,"Chicken Masala, Shaadi Ki Biryani, Chicken Shawarama, Butter Naan, Chicken Grill, Chicken Satay, Mutton Curry",Dine-out,Sarjapur Road
Jalsa,Marathahalli,"north indian, mughlai",1500,4.2,2189,high,yes,yes,Casual Dining,"Mutton Curry, Stuffed Mushroom, Laccha Paratha, Prawn, Multani Paneer Tikka, Butter Chicken, Murgh Patiala",Delivery,Marathahalli
NoLimmits Lounge and Club,Brigade Road,"chinese, continental, north indian",2000,4.1,2181,high,yes,yes,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Cocktails, Popcorn",Drinks & nightlife,Residency Road
Meghana Foods,Residency Road,"biryani, andhra, north indian, seafood",600,4.3,2177,medium,yes,no,Casual Dining,"Chicken Boneless Biryani, Mutton Biryani, Hyderabadi Biryani, Andhra Style Biryani, Vegetable Biryani, Fry Prawns, Paneer Biryani",Dine-out,Residency Road
Corner House Ice Cream,Indiranagar,"ice cream, desserts",400,4.7,2174,low,yes,no,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie",Desserts,Old Airport Road
Happy Brew,Koramangala 5Th Block,"continental, american, chinese, bbq, salad",1000,4.0,2164,medium,no,yes,Lounge,"Beer, Jalapeno Cheeseballs, Peri Peri Chicken Burger, Burgers, Nachos, Barbecue Chicken Wings, Cheesy Fries",Dine-out,Koramangala 7th Block
Empire Restaurant,Brigade Road,"north indian, mughlai, south indian, chinese",750,4.4,2162,medium,yes,no,Casual Dining,"Brain Fry, Butter Chicken, Chicken Manchurian, Mutton Biryani, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani",Dine-out,Residency Road
JW Kitchen - JW Marriott Bengaluru,Lavelle Road,"north indian, continental, italian",2200,4.4,2143,high,no,yes,Fine Dining,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad",Dine-out,Residency Road
Barbeque Nation,Whitefield,"north indian, european, mediterranean, bbq, kebab",1600,4.4,2131,high,no,yes,Casual Dining,"Paneer Tikka, Fish, Mutton Curry, Coffee, Paan Kulfi, Mango Ice Cream, Pasta",Dine-out,Whitefield
Vinny's,Banashankari,"pizza, italian, continental, desserts",800,4.2,2130,medium,yes,yes,Casual Dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",Dine-out,Jayanagar
Sattvam,Sadashiv Nagar,"north indian, south indian",1200,4.4,2127,medium,no,no,Casual Dining,"Gajar Ka Halwa, Jalebi Rabri, Aamras, Pongal, Salads, Lauki Ka Halwa, Pasta",Dine-out,Malleshwaram
Onesta,Whitefield,"pizza, cafe, italian",600,4.4,2110,medium,yes,yes,"Casual Dining, Cafe","Margarita, Chicken Tikka, Chocolate Pizza, Prawn Ravioli, Mocktails, Potato Wedges, Tiramisu",Cafes,Whitefield
NH8,Indiranagar,rajasthani,800,4.1,2100,medium,yes,yes,Casual Dining,"Rajasthani Thali, Panneer Butter Masala, Shrikhand, Papdi Chaat, Rasgulla, Jal-jeera, Lunch Thali",Dine-out,Old Airport Road
Milano Ice Cream,Indiranagar,"ice cream, desserts",400,4.9,2090,low,no,no,Dessert Parlor,"Pie, Vanilla Gelato, Mango Ice Cream, Tiramisu, Truffle, Gelato Ice Cream, Ice Cream Sandwiches",Desserts,Indiranagar
Cafe Noir,Lavelle Road,"european, french, salad",1500,4.2,2080,high,no,yes,Casual Dining,"Coffee, Sandwiches, Mushroom Pasta, Mocktails, Creme Brulee, Burgers, Salads",Dine-out,Residency Road
The Yellow Submarine,Bannerghatta Road,"continental, north indian, chinese, pizza, thai",1200,4.4,2075,medium,no,yes,"Microbrewery, Casual Dining","Watermelon Feta Salad, Craft Beer, Mutton Biryani, Blueberry Cheesecake, Bbq Pizza, Cocktails, Shitake Mushrooms",Dine-out,JP Nagar
Salt - Indian Restaurant - Bar & Grill,Whitefield,north indian,1500,4.4,2073,high,no,yes,Casual Dining,"Murgh Platter, Dessert Platter, Chicken Sizzler, Tiramisu, Lobster, Mocktails, Vegetable Biryani",Dine-out,Whitefield
Once Upon A Flame,Hsr,"steak, continental, burger, bbq",1200,4.5,2073,medium,yes,no,Casual Dining,"Burgers, Pasta, Mocktails, Mashed Potato, Salads, Chicken Steak, Beef Steak",Delivery,Koramangala 5th Block
Fava,Lavelle Road,"healthy food, mediterranean, desserts, italian, pizza, salad, kebab",1200,4.4,2055,medium,no,yes,"Casual Dining, Bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta",Dine-out,Residency Road
Portland Steakhouse & Cafe,Mg Road,"steak, italian, continental, american, burger, bbq, salad",1500,4.3,2053,high,yes,yes,Casual Dining,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads",Delivery,Residency Road
Samarkand,Infantry Road,"north indian, mughlai",1600,4.1,2051,high,no,yes,Casual Dining,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan",Dine-out,Residency Road
Subz,Jayanagar,"north indian, south indian",1000,4.2,2049,medium,yes,yes,Casual Dining,"Veg Buffet, Salad, Pasta, Chaat, Noodle, Paneer Tikka, Momos",Dine-out,Basavanagudi
Paradise,Electronic City,"biryani, north indian, kebab",800,4.0,2043,medium,yes,no,Casual Dining,"Mutton Biryani, Chicken Biryani, Mutton Seekh Kebab, Gajar Ka Halwa, Hyderabadi Biryani, Kebab Platter, Panneer Butter Masala",Delivery,Electronic City
Murphy's Brewhouse - The Paul Bangalore,Domlur,"continental, north indian, finger food",1700,4.3,2039,high,no,yes,"Pub, Microbrewery","Chicken Bruschetta, Tandoori Chicken, Veggie Pizza, Barbeque Chicken Pizza, Nachos, Wheat Beer, Stout",Pubs and bars,Old Airport Road
Zaitoon,Old Airport Road,"bbq, arabian, chinese, north indian, desserts",1000,4.3,2037,medium,yes,yes,Casual Dining,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Paneer Tikka, Tomato Soup, Dragon Chicken",Dine-out,Old Airport Road
Plan B,Shanti Nagar,"american, finger food, bbq, steak",1200,4.2,2034,medium,no,no,"Casual Dining, Pub","Burgers, Beer, Cocktails, Mocktails, Nachos, Peri Peri Chicken Wings, Pasta",Drinks & nightlife,Residency Road
Shanmukha,Jayanagar,"biryani, andhra, north indian, chinese",800,4.3,2020,medium,yes,no,Casual Dining,"Egg Biryani, Egg Chilli, Mutton Biryani, Hyderabadi Biryani, Naan, Raita, Shanmukha Biryani",Dine-out,Jayanagar
Simon Says Brew Works,Koramangala 5Th Block,"continental, american, italian, modern indian, pizza, burger",1400,4.5,2014,medium,no,yes,"Microbrewery, Casual Dining","Beer, Onion Pakoda, Long Island Iced Tea, Peri Peri Chicken, Cocktails, Stout, Veg Platter",Dine-out,Koramangala 7th Block
BYLI - Bet You Love It!,Kalyan Nagar,"continental, italian, mexican, asian",800,4.2,2011,medium,no,yes,Casual Dining,"Pizza, Pasta, Sandwiches, Burgers, Nachos, Meatballs, Mocktails",Dine-out,Kammanahalli
The Punjabi Rasoi,Indiranagar,north indian,800,4.1,2008,medium,no,yes,Casual Dining,"Lassi, Bhindi Masala, Chicken Butter Masala, Dal Makhani, Achari Paneer, Chicken Bharta, Malai Kofta",Dine-out,Indiranagar
Shanmukha,Marathahalli,"biryani, andhra, north indian, chinese",800,3.9,1994,medium,yes,no,Casual Dining,"Hyderabadi Biryani, Chicken Kebab, Shanmukha Biryani, Butter Chicken, Gulab Jamun, Chicken Dum Biryani, Lassi",Dine-out,Marathahalli
